20710	my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)	fear
30710	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy	joy
40710	The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer	sadness
10711	Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think we're OK	anger
20711	@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.	fear
30711	god, Facebook's design has started to remind me of MySpace in its heyday	joy
40711	BLUES with BOB HADDRELL &amp; Guests\nFri 23rd Sep 8:30pm - 11:00pm #blues #free #TunbridgeWells	sadness
10712	A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free	anger
20712	#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash	fear
30712	Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday 	joy
40712	@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.	sadness
10713	Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst	anger
20713	$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm	fear
30713	Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism	joy
40713	9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988	sadness
10714	@BarackObama I love Lizzy Warren's latest rage against Wall Street.	anger
20714	It's 5:55am. I'm hungry but there is no food. 	fear
30714	@EngrNabeeel then rejoicing now is a lil' bit prematured dont you think🤔🤔🤔	joy
40714	#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX	sadness
10715	When you forget to mention you were bought dreamboys tickets 🙄😂 	anger
20715	@hm_custserv #awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve.	fear
30715	it's so breezy out today, i can't go to back to school night with bare legs like i've had all day	joy
40715	Mmmm #coffee and a good #book on a dreary day! Who can beat that?	sadness
10716	Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness	anger
20716	@EurekaForbes U got to b kidding me. Anu from your firm responded  when I sent the contact details.  #customerexperience	fear
30716	@jellzybean cheer up punkin'	joy
40716	Sometimes I can't believe I've made it this far.169 days!! I threw out my demons n got #sober #clean, n started #recovery.#Sobriety is #2.	sadness
10717	My little sister sure can hold a grudge 😂😂😂	anger
20717	@metrotrains why is there no disabled access at pontefract monkhill? 	fear
30717	@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? 	joy
40717	All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.	sadness
10718	@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;	anger
20718	You have a #problem? Yes! Can you do #something about it? No! Than why 	fear
30718	I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.	joy
40718	Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!	sadness
10719	one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up	anger
20719	We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving	fear
30719	@EducatedNPetty white pricks that were laughing at your use of language won't be crying over your coffin but rejoicing that you're another	joy
40719	A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote	sadness
10720	snap music kept me from running into traffic 2005-2007.	anger
20720	@Cinestrong something a cyber bully would say	fear
30720	Light of day per heyday popularization backfire cinematography: XUcQb	joy
40720	Alt-J - Hunger of the pine.	sadness
10721	When anger rises, think of the consequences. #quote #wisdom 	anger
20721	@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus	fear
30721	@peachkellipop the whole thread is jovial and fun and then this comment is like FULL of misogyny	joy
40721	these grown ass lil boys yeah i can't take them serious.	sadness
